learner_id,prior_knowledge_level,learning_style,baseline_quiz_score,module_id,topic,difficulty_level,content_type,estimated_time,time_spent,attempts,clicks,engagement_score,quiz_score,mastery_level,retention_score,reward
L153,High,Mixed,63,C035,Electrochemistry,4,Simulation,960,907,1,3,1.24,69,Intermediate,78,1
L153,High,Mixed,63,C049,Electrochemistry,5,Simulation,780,1172,1,7,2.2,13,Beginner,5,0
L153,High,Mixed,63,C015,Atomic Structure,3,Quiz,1080,979,2,2,1.11,79,Advanced,76,1
L153,High,Mixed,63,C028,Equilibrium,5,Video,1320,1466,2,6,1.71,6,Beginner,4,0
L153,High,Mixed,63,C003,Kinetics,2,Text,1140,2009,1,1,1.86,27,Beginner,26,0
L153,High,Mixed,63,C026,Kinetics,2,Video,1200,656,2,7,1.25,42,Intermediate,35,0
L153,High,Mixed,63,C021,Kinetics,1,Text,660,675,2,5,1.52,33,Beginner,35,0
L153,High,Mixed,63,C042,Equilibrium,2,Video,1440,1343,3,9,1.83,77,Advanced,85,1
L153,High,Mixed,63,C012,Electrochemistry,1,Simulation,300,300,2,10,2.0,78,Advanced,73,1
L153,High,Mixed,63,C038,Electrochemistry,4,Quiz,480,540,3,4,1.52,26,Beginner,20,0
L153,High,Mixed,63,C044,Atomic Structure,5,Text,360,299,1,8,1.63,52,Intermediate,59,0
L153,High,Mixed,63,C002,Atomic Structure,5,Quiz,540,371,3,10,1.69,39,Beginner,43,0
L153,High,Mixed,63,C014,Electrochemistry,4,Video,900,970,2,11,2.18,92,Advanced,94,1
L153,High,Mixed,63,C038,Equilibrium,2,Text,540,284,3,6,1.13,58,Intermediate,54,0
L153,High,Mixed,63,C048,Atomic Structure,5,Video,480,347,1,6,1.32,45,Intermediate,47,0
L153,High,Mixed,63,C015,Kinetics,4,Video,1320,1543,1,8,1.97,31,Beginner,28,0
L153,High,Mixed,63,C042,Electrochemistry,4,Text,780,120,1,1,0.25,12,Beginner,13,0
L153,High,Mixed,63,C033,Electrochemistry,5,Text,960,847,1,14,2.28,43,Intermediate,38,0
L153,High,Mixed,63,C016,Kinetics,2,Simulation,960,1125,2,6,1.77,33,Beginner,24,0
L153,High,Mixed,63,C011,Equilibrium,1,Text,420,427,1,13,2.32,75,Advanced,81,1
L154,Low,Textual,31,C004,Kinetics,5,Quiz,420,464,2,9,2.0,41,Intermediate,42,0
L154,Low,Textual,31,C046,Equilibrium,5,Video,1200,1272,2,4,1.46,92,Advanced,99,1
L154,Low,Textual,31,C014,Acids & Bases,1,Video,540,562,1,2,1.24,81,Advanced,84,1
L154,Low,Textual,31,C039,Organic Chemistry,2,Video,780,792,1,3,1.32,41,Intermediate,50,0
L154,Low,Textual,31,C003,Acids & Bases,4,Quiz,1260,887,3,12,1.9,93,Advanced,101,1
L154,Low,Textual,31,C046,Kinetics,3,Simulation,1440,1070,2,14,2.14,89,Advanced,80,1
L154,Low,Textual,31,C033,Thermodynamics,2,Video,1380,445,3,9,1.22,18,Beginner,9,0
L154,Low,Textual,31,C027,Acids & Bases,5,Quiz,840,815,2,10,1.97,94,Advanced,102,1
L154,Low,Textual,31,C012,Organic Chemistry,3,Quiz,720,443,1,4,1.02,23,Beginner,28,0
L154,Low,Textual,31,C046,Kinetics,2,Simulation,1380,1423,3,11,2.13,10,Beginner,17,0
L154,Low,Textual,31,C031,Kinetics,4,Quiz,1200,939,2,7,1.48,100,Advanced,110,1
L154,Low,Textual,31,C008,Equilibrium,4,Quiz,780,945,2,13,2.51,20,Beginner,26,0
L154,Low,Textual,31,C042,Atomic Structure,3,Simulation,600,618,2,12,2.23,79,Advanced,87,1
L154,Low,Textual,31,C021,Organic Chemistry,1,Quiz,600,689,2,6,1.75,29,Beginner,21,0
L154,Low,Textual,31,C009,Electrochemistry,4,Simulation,1140,1640,3,8,2.24,53,Intermediate,49,0
L154,Low,Textual,31,C048,Equilibrium,4,Quiz,1140,857,2,7,1.45,16,Beginner,22,0
L154,Low,Textual,31,C013,Acids & Bases,4,Simulation,840,1039,1,8,2.04,73,Advanced,82,1
L154,Low,Textual,31,C016,Organic Chemistry,3,Simulation,1380,1450,1,7,1.75,70,Advanced,71,1
L154,Low,Textual,31,C019,Equilibrium,1,Quiz,900,421,2,9,1.37,1,Beginner,-7,0
L154,Low,Textual,31,C050,Thermodynamics,2,Simulation,600,473,3,6,1.39,14,Beginner,19,0
L155,Low,Mixed,47,C040,Thermodynamics,3,Quiz,900,1061,3,4,1.58,70,Advanced,76,1
L155,Low,Mixed,47,C011,Acids & Bases,2,Video,1200,890,2,14,2.14,51,Intermediate,60,0
L155,Low,Mixed,47,C044,Thermodynamics,1,Quiz,1320,1982,1,13,2.8,91,Advanced,90,1
L155,Low,Mixed,47,C025,Organic Chemistry,3,Video,660,758,1,14,2.55,36,Beginner,46,0
L155,Low,Mixed,47,C041,Acids & Bases,4,Quiz,300,245,3,7,1.52,50,Intermediate,58,0
L155,Low,Mixed,47,C014,Electrochemistry,2,Text,480,541,2,10,2.13,66,Intermediate,65,1
L155,Low,Mixed,47,C030,Organic Chemistry,4,Quiz,960,1191,2,8,2.04,13,Beginner,19,0
L155,Low,Mixed,47,C042,Equilibrium,3,Simulation,840,857,3,14,2.42,74,Advanced,70,1
L155,Low,Mixed,47,C009,Electrochemistry,2,Video,540,740,1,11,2.47,16,Beginner,12,0
L155,Low,Mixed,47,C006,Acids & Bases,1,Video,1380,1211,3,13,2.18,85,Advanced,92,1
L155,Low,Mixed,47,C050,Atomic Structure,3,Simulation,1320,556,2,7,1.12,9,Beginner,17,0
L155,Low,Mixed,47,C010,Atomic Structure,2,Video,1380,1531,3,5,1.61,2,Beginner,11,0
L155,Low,Mixed,47,C021,Acids & Bases,2,Video,600,268,2,11,1.55,52,Intermediate,60,0
L155,Low,Mixed,47,C029,Electrochemistry,1,Video,720,543,2,11,1.85,62,Intermediate,72,1
L155,Low,Mixed,47,C004,Organic Chemistry,4,Video,480,388,3,13,2.11,46,Intermediate,54,0
L155,Low,Mixed,47,C050,Thermodynamics,1,Quiz,1440,2047,3,8,2.22,15,Beginner,10,0
L155,Low,Mixed,47,C027,Kinetics,3,Quiz,1440,477,3,14,1.73,47,Intermediate,43,0
L155,Low,Mixed,47,C017,Organic Chemistry,5,Text,840,934,1,9,2.01,5,Beginner,4,0
L155,Low,Mixed,47,C038,Organic Chemistry,4,Video,1440,2460,3,7,2.41,39,Beginner,42,0
L155,Low,Mixed,47,C041,Atomic Structure,2,Video,1080,1091,2,2,1.21,17,Beginner,10,0
L156,Medium,Visual,35,C028,Organic Chemistry,4,Quiz,540,272,3,10,1.5,80,Advanced,78,1
L156,Medium,Visual,35,C024,Electrochemistry,1,Video,1320,1482,1,1,1.22,14,Beginner,13,0
L156,Medium,Visual,35,C010,Organic Chemistry,4,Quiz,840,784,2,10,1.93,74,Advanced,79,1
L156,Medium,Visual,35,C046,Organic Chemistry,1,Video,600,581,1,7,1.67,43,Intermediate,42,0
L156,Medium,Visual,35,C024,Equilibrium,2,Video,300,299,3,3,1.3,53,Intermediate,61,0
L156,Medium,Visual,35,C024,Electrochemistry,5,Video,840,1289,1,11,2.63,58,Intermediate,58,0
L156,Medium,Visual,35,C003,Acids & Bases,5,Text,360,512,2,1,1.52,55,Intermediate,65,0
L156,Medium,Visual,35,C004,Thermodynamics,3,Text,1320,1327,2,12,2.21,22,Beginner,17,0
L156,Medium,Visual,35,C015,Electrochemistry,5,Text,1200,944,2,5,1.29,0,Beginner,-8,0
L156,Medium,Visual,35,C018,Organic Chemistry,2,Simulation,1080,804,1,5,1.24,98,Advanced,103,1
L156,Medium,Visual,35,C039,Electrochemistry,5,Quiz,1260,1581,1,12,2.45,51,Intermediate,53,0
L156,Medium,Visual,35,C047,Equilibrium,3,Quiz,300,448,2,10,2.49,45,Intermediate,49,0
L156,Medium,Visual,35,C024,Kinetics,4,Text,540,252,1,6,1.07,57,Intermediate,63,0
L156,Medium,Visual,35,C020,Electrochemistry,3,Video,1260,404,1,6,0.92,73,Advanced,83,0
L156,Medium,Visual,35,C042,Kinetics,5,Video,840,664,3,10,1.79,3,Beginner,7,0
L156,Medium,Visual,35,C008,Atomic Structure,2,Simulation,360,215,1,5,1.1,21,Beginner,16,0
L156,Medium,Visual,35,C005,Organic Chemistry,5,Simulation,1320,1640,2,8,2.04,69,Intermediate,70,1
L156,Medium,Visual,35,C023,Equilibrium,2,Video,660,473,1,1,0.82,34,Beginner,25,0
L156,Medium,Visual,35,C023,Equilibrium,4,Text,360,425,1,11,2.28,77,Advanced,86,1
L156,Medium,Visual,35,C036,Kinetics,5,Text,480,357,3,5,1.24,85,Advanced,79,1
L157,Medium,Visual,21,C021,Organic Chemistry,1,Video,1380,1281,1,14,2.33,86,Advanced,79,1
L157,Medium,Visual,21,C040,Equilibrium,3,Simulation,360,324,3,8,1.7,41,Intermediate,49,0
L157,Medium,Visual,21,C042,Kinetics,1,Quiz,960,493,1,11,1.61,41,Intermediate,49,0
L157,Medium,Visual,21,C035,Atomic Structure,3,Quiz,780,738,2,3,1.25,47,Intermediate,44,0
L157,Medium,Visual,21,C028,Electrochemistry,4,Quiz,480,535,2,7,1.81,37,Beginner,34,0
L157,Medium,Visual,21,C015,Acids & Bases,2,Video,780,925,1,12,2.39,4,Beginner,13,0
L157,Medium,Visual,21,C005,Organic Chemistry,3,Quiz,660,314,2,14,1.88,90,Advanced,90,1
L157,Medium,Visual,21,C008,Organic Chemistry,4,Video,1440,1599,2,8,1.91,95,Advanced,87,1
L157,Medium,Visual,21,C007,Kinetics,3,Text,1260,1500,1,7,1.89,47,Intermediate,40,0
L157,Medium,Visual,21,C029,Atomic Structure,4,Simulation,660,721,1,8,1.89,60,Intermediate,51,1
L157,Medium,Visual,21,C027,Atomic Structure,1,Text,720,764,1,5,1.56,24,Beginner,21,0
L157,Medium,Visual,21,C014,Organic Chemistry,2,Quiz,1380,1967,1,13,2.73,72,Advanced,63,1
L157,Medium,Visual,21,C028,Acids & Bases,4,Video,720,810,3,3,1.43,14,Beginner,19,0
L157,Medium,Visual,21,C022,Atomic Structure,5,Video,840,812,2,13,2.27,74,Advanced,82,1
L157,Medium,Visual,21,C018,Acids & Bases,4,Quiz,420,521,1,5,1.74,53,Intermediate,49,0
L157,Medium,Visual,21,C010,Electrochemistry,3,Quiz,300,148,3,4,0.89,85,Advanced,94,0
L157,Medium,Visual,21,C025,Electrochemistry,2,Text,300,418,1,8,2.19,51,Intermediate,44,0
L157,Medium,Visual,21,C014,Equilibrium,4,Simulation,480,436,3,6,1.51,96,Advanced,89,1
L157,Medium,Visual,21,C048,Thermodynamics,3,Quiz,420,467,2,9,2.01,6,Beginner,10,0
L157,Medium,Visual,21,C026,Organic Chemistry,2,Video,1140,1070,1,2,1.14,45,Intermediate,40,0
L158,Medium,Mixed,24,C021,Acids & Bases,5,Video,1440,1630,1,11,2.23,12,Beginner,20,0
L158,Medium,Mixed,24,C050,Electrochemistry,1,Quiz,1320,1387,2,12,2.25,45,Intermediate,38,0
L158,Medium,Mixed,24,C045,Atomic Structure,4,Simulation,360,466,3,1,1.39,10,Beginner,19,0
L158,Medium,Mixed,24,C027,Acids & Bases,3,Video,1320,1581,1,4,1.6,40,Intermediate,34,0
L158,Medium,Mixed,24,C002,Acids & Bases,1,Text,1260,832,3,1,0.76,18,Beginner,14,0
L158,Medium,Mixed,24,C031,Kinetics,1,Quiz,540,821,1,6,2.12,42,Intermediate,40,0
L158,Medium,Mixed,24,C006,Organic Chemistry,2,Video,1440,1427,1,11,2.09,4,Beginner,10,0
L158,Medium,Mixed,24,C002,Organic Chemistry,2,Text,600,863,2,13,2.74,41,Intermediate,32,0
L158,Medium,Mixed,24,C003,Equilibrium,3,Simulation,360,377,1,9,1.95,4,Beginner,1,0
L158,Medium,Mixed,24,C007,Thermodynamics,3,Video,480,662,3,12,2.58,72,Advanced,80,1
L158,Medium,Mixed,24,C046,Thermodynamics,1,Simulation,1320,1374,3,3,1.34,73,Advanced,72,1
L158,Medium,Mixed,24,C041,Atomic Structure,2,Simulation,1080,898,2,10,1.83,17,Beginner,27,0
L158,Medium,Mixed,24,C036,Electrochemistry,2,Text,420,442,3,14,2.45,4,Beginner,2,0
L158,Medium,Mixed,24,C006,Acids & Bases,4,Video,660,694,3,11,2.15,88,Advanced,83,1
L158,Medium,Mixed,24,C044,Kinetics,5,Simulation,1260,1018,1,5,1.31,32,Beginner,39,0
L158,Medium,Mixed,24,C031,Kinetics,4,Video,480,580,1,6,1.81,35,Beginner,40,0
L158,Medium,Mixed,24,C014,Kinetics,2,Text,420,315,2,2,0.95,57,Intermediate,56,0
L158,Medium,Mixed,24,C026,Acids & Bases,1,Simulation,300,331,3,12,2.3,10,Beginner,8,0
L158,Medium,Mixed,24,C016,Electrochemistry,3,Simulation,720,711,2,1,1.09,66,Intermediate,64,1
L158,Medium,Mixed,24,C036,Atomic Structure,3,Text,840,1278,2,13,2.82,69,Intermediate,70,1
L159,Medium,Visual,56,C029,Atomic Structure,5,Quiz,600,75,2,7,0.82,83,Advanced,89,0
L159,Medium,Visual,56,C012,Atomic Structure,5,Video,600,339,1,9,1.46,36,Beginner,31,0
L159,Medium,Visual,56,C006,Organic Chemistry,2,Video,1380,1927,2,5,1.9,90,Advanced,85,1
L159,Medium,Visual,56,C013,Thermodynamics,5,Simulation,360,354,2,12,2.18,96,Advanced,88,1
L159,Medium,Visual,56,C026,Equilibrium,4,Video,1200,1553,2,2,1.49,32,Beginner,42,0
L159,Medium,Visual,56,C041,Equilibrium,2,Quiz,1080,768,2,6,1.31,3,Beginner,2,0
L159,Medium,Visual,56,C032,Electrochemistry,2,Simulation,840,95,3,9,1.01,64,Intermediate,57,1
L159,Medium,Visual,56,C013,Organic Chemistry,1,Quiz,1440,1214,1,9,1.74,74,Advanced,72,1
L159,Medium,Visual,56,C017,Electrochemistry,1,Simulation,1440,1638,1,5,1.64,64,Intermediate,55,1
L159,Medium,Visual,56,C036,Organic Chemistry,4,Text,420,663,2,6,2.18,42,Intermediate,50,0
L159,Medium,Visual,56,C005,Electrochemistry,2,Quiz,300,366,3,2,1.42,83,Advanced,74,1
L159,Medium,Visual,56,C032,Equilibrium,4,Simulation,660,854,1,13,2.59,39,Beginner,37,0
L159,Medium,Visual,56,C002,Acids & Bases,2,Text,1200,1388,3,6,1.76,83,Advanced,87,1
L159,Medium,Visual,56,C036,Electrochemistry,3,Quiz,1260,1156,1,8,1.72,30,Beginner,33,0
L159,Medium,Visual,56,C015,Organic Chemistry,4,Quiz,480,669,3,11,2.49,71,Advanced,79,1
L159,Medium,Visual,56,C041,Thermodynamics,5,Quiz,300,248,1,6,1.43,49,Intermediate,45,0
L159,Medium,Visual,56,C025,Kinetics,1,Simulation,420,191,3,5,0.95,24,Beginner,24,0
L159,Medium,Visual,56,C020,Acids & Bases,2,Simulation,360,393,1,12,2.29,9,Beginner,2,0
L159,Medium,Visual,56,C031,Atomic Structure,5,Text,660,894,1,13,2.65,74,Advanced,72,1
L159,Medium,Visual,56,C016,Acids & Bases,4,Simulation,300,304,1,1,1.11,66,Intermediate,62,1
L160,High,Textual,60,C018,Equilibrium,5,Simulation,720,1010,2,1,1.5,27,Beginner,20,0
L160,High,Textual,60,C048,Thermodynamics,3,Video,1260,1376,1,12,2.29,53,Intermediate,57,0
L160,High,Textual,60,C003,Acids & Bases,4,Text,1260,1139,1,5,1.4,77,Advanced,82,1
L160,High,Textual,60,C034,Electrochemistry,5,Text,1260,914,3,9,1.63,94,Advanced,92,1
L160,High,Textual,60,C041,Kinetics,1,Video,1200,1482,3,12,2.44,35,Beginner,36,0
L160,High,Textual,60,C026,Organic Chemistry,4,Video,1380,1736,2,4,1.66,29,Beginner,33,0
L160,High,Textual,60,C003,Thermodynamics,3,Video,1020,1278,3,10,2.25,46,Intermediate,37,0
L160,High,Textual,60,C025,Equilibrium,5,Quiz,1260,1462,3,8,1.96,94,Advanced,99,1
L160,High,Textual,60,C041,Acids & Bases,1,Quiz,420,583,3,1,1.49,48,Intermediate,56,0
L160,High,Textual,60,C039,Atomic Structure,2,Text,1380,1058,1,4,1.17,53,Intermediate,52,0
L160,High,Textual,60,C027,Acids & Bases,3,Video,1440,1409,2,7,1.68,69,Intermediate,76,1
L160,High,Textual,60,C025,Organic Chemistry,3,Text,420,226,1,5,1.04,97,Advanced,97,1
L160,High,Textual,60,C016,Atomic Structure,2,Simulation,1140,1293,3,14,2.53,65,Intermediate,66,1
L160,High,Textual,60,C008,Electrochemistry,1,Text,720,480,2,14,2.07,73,Advanced,71,1
L160,High,Textual,60,C046,Acids & Bases,1,Simulation,840,986,1,8,1.97,77,Advanced,83,1
L160,High,Textual,60,C033,Equilibrium,3,Text,540,482,3,13,2.19,48,Intermediate,58,0
L160,High,Textual,60,C028,Equilibrium,4,Text,1080,939,1,3,1.17,12,Beginner,11,0
L160,High,Textual,60,C048,Electrochemistry,4,Text,1320,1541,3,3,1.47,96,Advanced,88,1
L160,High,Textual,60,C019,Thermodynamics,4,Video,1260,1208,3,11,2.06,39,Beginner,37,0
L160,High,Textual,60,C017,Organic Chemistry,2,Text,1080,1228,3,6,1.74,79,Advanced,75,1
L161,High,Textual,35,C023,Acids & Bases,5,Quiz,960,937,1,8,1.78,71,Advanced,71,1
L161,High,Textual,35,C017,Electrochemistry,4,Quiz,480,513,1,8,1.87,55,Intermediate,50,0
L161,High,Textual,35,C021,Thermodynamics,1,Simulation,1140,839,2,14,2.14,77,Advanced,74,1
L161,High,Textual,35,C002,Kinetics,4,Video,1320,1288,3,7,1.68,95,Advanced,87,1
L161,High,Textual,35,C034,Kinetics,3,Text,1020,1193,2,13,2.47,60,Intermediate,68,1
L161,High,Textual,35,C027,Kinetics,2,Quiz,540,389,1,7,1.42,40,Intermediate,49,0
L161,High,Textual,35,C025,Atomic Structure,1,Video,840,1083,3,14,2.69,73,Advanced,75,1
L161,High,Textual,35,C033,Thermodynamics,4,Text,540,390,3,5,1.22,71,Advanced,68,1
L161,High,Textual,35,C038,Equilibrium,1,Text,900,772,3,10,1.86,22,Beginner,24,0
L161,High,Textual,35,C031,Acids & Bases,4,Video,1140,812,3,2,0.91,32,Beginner,28,0
L161,High,Textual,35,C012,Kinetics,2,Quiz,360,447,3,6,1.84,44,Intermediate,44,0
L161,High,Textual,35,C047,Equilibrium,2,Text,1020,1104,2,9,1.98,20,Beginner,30,0
L161,High,Textual,35,C048,Acids & Bases,2,Simulation,540,657,2,4,1.62,75,Advanced,78,1
L161,High,Textual,35,C003,Equilibrium,1,Text,1320,1394,3,4,1.46,95,Advanced,95,1
L161,High,Textual,35,C027,Thermodynamics,1,Quiz,420,664,3,9,2.48,30,Beginner,24,0
L161,High,Textual,35,C030,Thermodynamics,2,Simulation,1140,1393,1,13,2.52,57,Intermediate,58,0
L161,High,Textual,35,C043,Organic Chemistry,2,Video,360,427,3,4,1.59,93,Advanced,99,1
L161,High,Textual,35,C012,Organic Chemistry,3,Text,1260,1692,1,10,2.34,68,Intermediate,68,1
L161,High,Textual,35,C012,Thermodynamics,4,Simulation,660,725,3,1,1.2,12,Beginner,22,0
L161,High,Textual,35,C026,Organic Chemistry,2,Video,1320,1554,1,1,1.28,99,Advanced,108,1
L162,Low,Visual,23,C003,Organic Chemistry,4,Video,780,596,1,2,0.96,66,Intermediate,62,0
L162,Low,Visual,23,C020,Electrochemistry,4,Text,960,1286,1,1,1.44,63,Intermediate,70,1
L162,Low,Visual,23,C009,Equilibrium,4,Quiz,780,457,1,10,1.59,26,Beginner,18,0
L162,Low,Visual,23,C034,Acids & Bases,3,Text,1140,476,2,1,0.52,98,Advanced,104,0
L162,Low,Visual,23,C010,Equilibrium,1,Text,300,235,2,8,1.58,18,Beginner,22,0
L162,Low,Visual,23,C024,Thermodynamics,5,Simulation,1440,1683,3,11,2.27,24,Beginner,24,0
L162,Low,Visual,23,C025,Organic Chemistry,5,Text,960,901,1,3,1.24,10,Beginner,10,0
L162,Low,Visual,23,C001,Electrochemistry,2,Video,360,274,1,7,1.46,54,Intermediate,57,0
L162,Low,Visual,23,C020,Organic Chemistry,5,Text,1140,1637,1,13,2.74,50,Intermediate,60,0
L162,Low,Visual,23,C018,Equilibrium,2,Quiz,1020,1534,1,6,2.1,40,Intermediate,41,0
L162,Low,Visual,23,C019,Atomic Structure,3,Video,1080,2116,2,1,2.06,100,Advanced,104,1
L162,Low,Visual,23,C032,Equilibrium,1,Quiz,1440,1623,2,11,2.23,24,Beginner,33,0
L162,Low,Visual,23,C032,Acids & Bases,3,Video,1380,1585,1,10,2.15,85,Advanced,90,1
L162,Low,Visual,23,C002,Equilibrium,3,Video,1080,1144,1,2,1.26,56,Intermediate,56,0
L162,Low,Visual,23,C022,Equilibrium,4,Quiz,1440,1418,1,14,2.38,57,Intermediate,67,0
L162,Low,Visual,23,C025,Acids & Bases,2,Simulation,960,1143,3,5,1.69,61,Intermediate,64,1
L162,Low,Visual,23,C044,Acids & Bases,3,Text,480,549,3,8,1.94,51,Intermediate,54,0
L162,Low,Visual,23,C009,Acids & Bases,5,Video,600,682,3,13,2.44,7,Beginner,8,0
L162,Low,Visual,23,C002,Electrochemistry,5,Video,900,702,2,8,1.58,11,Beginner,6,0
L162,Low,Visual,23,C030,Organic Chemistry,5,Simulation,1200,981,3,11,1.92,99,Advanced,109,1
L163,High,Mixed,20,C004,Thermodynamics,5,Video,1140,1699,1,3,1.79,39,Beginner,48,0
L163,High,Mixed,20,C020,Thermodynamics,4,Quiz,300,243,3,5,1.31,65,Intermediate,63,1
L163,High,Mixed,20,C009,Organic Chemistry,1,Text,1260,1117,3,9,1.79,5,Beginner,-4,0
L163,High,Mixed,20,C046,Atomic Structure,3,Simulation,720,284,3,1,0.49,58,Intermediate,56,0
L163,High,Mixed,20,C027,Acids & Bases,5,Simulation,540,550,1,4,1.42,94,Advanced,96,1
L163,High,Mixed,20,C035,Equilibrium,1,Quiz,540,609,1,5,1.63,23,Beginner,15,0
L163,High,Mixed,20,C014,Atomic Structure,1,Simulation,720,489,3,13,1.98,59,Intermediate,52,0
L163,High,Mixed,20,C015,Atomic Structure,4,Quiz,540,578,2,12,2.27,39,Beginner,49,0
L163,High,Mixed,20,C022,Kinetics,3,Text,1260,933,3,14,2.14,47,Intermediate,40,0
L163,High,Mixed,20,C027,Atomic Structure,2,Video,600,602,3,6,1.6,58,Intermediate,63,0
L163,High,Mixed,20,C025,Kinetics,1,Simulation,720,843,2,7,1.87,91,Advanced,98,1
L163,High,Mixed,20,C036,Electrochemistry,1,Simulation,660,934,2,13,2.72,19,Beginner,25,0
L163,High,Mixed,20,C049,Equilibrium,2,Quiz,840,130,3,14,1.55,64,Intermediate,67,1
L163,High,Mixed,20,C036,Acids & Bases,1,Text,1320,1239,2,6,1.54,34,Beginner,43,0
L163,High,Mixed,20,C009,Atomic Structure,4,Quiz,540,493,1,9,1.81,55,Intermediate,50,0
L163,High,Mixed,20,C033,Kinetics,4,Text,360,346,2,3,1.26,29,Beginner,24,0
L163,High,Mixed,20,C016,Atomic Structure,5,Text,540,343,3,5,1.14,16,Beginner,10,0
L163,High,Mixed,20,C047,Atomic Structure,1,Text,420,389,2,13,2.23,37,Beginner,35,0
L163,High,Mixed,20,C031,Electrochemistry,5,Video,1080,880,1,4,1.21,67,Intermediate,75,1
L163,High,Mixed,20,C029,Kinetics,4,Video,720,1121,1,1,1.66,35,Beginner,40,0
L164,High,Visual,75,C010,Organic Chemistry,4,Video,600,692,3,14,2.55,58,Intermediate,63,0
L164,High,Visual,75,C035,Organic Chemistry,1,Video,1320,1539,2,11,2.27,46,Intermediate,56,0
L164,High,Visual,75,C037,Kinetics,3,Video,1200,724,3,5,1.1,94,Advanced,104,1
L164,High,Visual,75,C044,Kinetics,1,Text,1140,1159,3,14,2.42,28,Beginner,26,0
L164,High,Visual,75,C050,Thermodynamics,3,Quiz,960,930,2,5,1.47,88,Advanced,90,1
L164,High,Visual,75,C041,Acids & Bases,3,Quiz,780,548,1,12,1.9,98,Advanced,89,1
L164,High,Visual,75,C023,Equilibrium,1,Video,960,715,2,2,0.94,29,Beginner,32,0
L164,High,Visual,75,C005,Equilibrium,1,Text,1380,1138,1,9,1.72,69,Intermediate,73,1
L164,High,Visual,75,C003,Equilibrium,4,Quiz,600,644,1,12,2.27,84,Advanced,82,1
L164,High,Visual,75,C016,Equilibrium,2,Video,660,441,1,7,1.37,91,Advanced,97,1
L164,High,Visual,75,C007,Electrochemistry,5,Quiz,1200,1749,3,1,1.56,3,Beginner,11,0
L164,High,Visual,75,C030,Thermodynamics,5,Text,480,562,1,12,2.37,12,Beginner,21,0
L164,High,Visual,75,C016,Organic Chemistry,4,Simulation,780,911,2,1,1.27,49,Intermediate,53,0
L164,High,Visual,75,C015,Kinetics,2,Text,1380,1117,3,12,2.01,42,Intermediate,44,0
L164,High,Visual,75,C023,Organic Chemistry,4,Quiz,480,594,2,7,1.94,62,Intermediate,55,1
L164,High,Visual,75,C025,Electrochemistry,5,Simulation,960,1115,1,11,2.26,68,Intermediate,72,1
L164,High,Visual,75,C009,Acids & Bases,5,Quiz,300,188,1,6,1.23,10,Beginner,13,0
L164,High,Visual,75,C030,Electrochemistry,4,Quiz,360,328,3,10,1.91,7,Beginner,16,0
L164,High,Visual,75,C039,Equilibrium,5,Video,1140,1757,2,3,1.84,42,Intermediate,37,0
L164,High,Visual,75,C038,Equilibrium,3,Quiz,780,500,3,3,0.94,42,Intermediate,39,0
L165,Low,Textual,53,C044,Thermodynamics,2,Simulation,840,848,2,11,2.11,65,Intermediate,70,1
L165,Low,Textual,53,C026,Organic Chemistry,1,Quiz,420,277,1,3,0.96,78,Advanced,76,0
L165,Low,Textual,53,C027,Thermodynamics,3,Video,480,489,1,8,1.82,94,Advanced,97,1
L165,Low,Textual,53,C001,Atomic Structure,5,Quiz,840,701,3,1,0.93,70,Advanced,62,0
L165,Low,Textual,53,C002,Organic Chemistry,1,Quiz,360,311,2,10,1.86,94,Advanced,103,1
L165,Low,Textual,53,C002,Electrochemistry,2,Quiz,840,732,2,5,1.37,85,Advanced,92,1
L165,Low,Textual,53,C022,Atomic Structure,2,Text,660,279,2,8,1.22,91,Advanced,90,1
L165,Low,Textual,53,C019,Thermodynamics,1,Text,1440,1194,2,9,1.73,84,Advanced,83,1
L165,Low,Textual,53,C028,Thermodynamics,3,Quiz,600,379,1,13,1.93,28,Beginner,22,0
L165,Low,Textual,53,C011,Thermodynamics,3,Simulation,1140,863,2,12,1.96,97,Advanced,104,1
L165,Low,Textual,53,C008,Thermodynamics,4,Video,960,1431,1,11,2.59,16,Beginner,16,0
L165,Low,Textual,53,C014,Thermodynamics,2,Text,1380,1516,2,6,1.7,28,Beginner,26,0
L165,Low,Textual,53,C026,Equilibrium,1,Video,900,1066,1,11,2.28,39,Beginner,31,0
L165,Low,Textual,53,C026,Kinetics,5,Simulation,660,869,1,10,2.32,69,Intermediate,77,1
L165,Low,Textual,53,C044,Electrochemistry,4,Text,420,390,1,4,1.33,16,Beginner,18,0
L165,Low,Textual,53,C038,Equilibrium,5,Simulation,1020,379,1,14,1.77,74,Advanced,71,1
L165,Low,Textual,53,C017,Electrochemistry,1,Text,660,924,2,4,1.8,43,Intermediate,45,0
L165,Low,Textual,53,C047,Thermodynamics,3,Text,1140,1461,2,10,2.28,0,Beginner,-4,0
L165,Low,Textual,53,C011,Equilibrium,3,Simulation,540,541,2,6,1.6,66,Intermediate,67,1
L165,Low,Textual,53,C045,Kinetics,2,Simulation,480,436,1,3,1.21,36,Beginner,29,0
L166,High,Visual,20,C026,Equilibrium,5,Text,1200,838,3,1,0.8,94,Advanced,85,0
L166,High,Visual,20,C041,Kinetics,4,Video,840,812,2,14,2.37,69,Intermediate,77,1
